,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,9.106636,0.1906341,1.9620323,1.7581868,7.532912,0.07433354,2.702124,1.410579
1,9.597299,0.18950836,1.9620022,1.6194649,7.674559,0.07460223,2.7020946,1.3711842
2,8.620408,0.2040385,1.9619749,1.9948219,6.747098,0.078059465,2.702124,1.4968754
3,8.8842125,0.18536536,1.9619379,2.0838,5.512835,0.0723679,2.702051,1.5073636
4,7.135138,0.18345058,1.9619265,2.2467504,5.416746,0.07229135,2.7020025,1.5204633
5,8.502234,0.19034289,1.9618992,1.7786808,6.35603,0.07482705,2.701994,1.4516076
6,7.59816,0.1820626,1.9618641,2.2074816,5.4794774,0.07049451,2.701928,1.5298959
7,8.380202,0.18389125,1.9618287,1.8707811,6.1538453,0.07298789,2.7018006,1.501799
8,6.654056,0.1950337,1.961875,2.309131,3.832353,0.07385751,2.7017934,1.5053635
9,8.475112,0.1957908,1.9618239,1.9973278,5.9128265,0.07653494,2.7017386,1.4646516
10,8.728319,0.19069193,1.9618641,1.7994299,5.979611,0.07431759,2.7017753,1.3946226
11,8.430466,0.19461872,1.9618595,2.0262713,5.955596,0.07584636,2.7017953,1.5602192
12,10.5591545,0.19173673,1.9618615,1.3982581,8.727653,0.080656685,2.7018476,1.2517234
13,9.776902,0.18778217,1.9618015,1.5537951,8.017129,0.07781414,2.7018654,1.3987583
14,8.299438,0.18646277,1.9617981,1.712657,5.7692294,0.073876634,2.7019145,1.3867053
15,6.4305634,0.18405007,1.9618324,2.2496023,5.386846,0.07166435,2.7019095,1.642194
16,8.934202,0.18342422,1.9618496,1.8645949,5.985685,0.07293292,2.701895,1.4195958
17,6.3186717,0.19824181,1.9618248,1.9381552,5.074939,0.07662294,2.7018402,1.5440139
18,9.263114,0.19276832,1.9618181,1.7960398,6.705105,0.07561456,2.7017832,1.4571795
19,8.73934,0.18360682,1.9617921,1.8191409,5.895773,0.07378435,2.7017088,1.4274658
20,8.619469,0.18746845,1.9617505,1.9068489,6.3043756,0.07458095,2.7017095,1.5477408
21,9.839818,0.18132284,1.9617072,1.6655856,6.424724,0.07370545,2.7016428,1.4038392
22,8.530871,0.1860723,1.9616873,1.8258957,7.875839,0.07722444,2.7016106,1.5257396
23,8.754336,0.18438709,1.961689,1.7079024,5.265207,0.07387932,2.7015572,1.4311104
24,9.226671,0.18491921,1.961715,1.7476891,7.603678,0.075241506,2.7015357,1.4502282
25,6.5383754,0.18238753,1.9617103,1.9158977,3.9699214,0.072348766,2.7014375,1.5016578
26,8.182623,0.19879085,1.9616772,1.6294149,7.520326,0.08232278,2.701378,1.4000169
27,9.619047,0.183533,1.9616739,1.6012647,7.363785,0.07496189,2.701356,1.3309801
28,8.061875,0.19425182,1.9616919,2.007119,5.13186,0.07646953,2.7013173,1.5501175
29,8.48458,0.1850515,1.9616799,1.6799902,5.383453,0.07445796,2.7013223,1.3859392
30,11.202991,0.19608015,1.9616947,1.3432925,10.938211,0.08488449,2.7012904,1.2517593
31,10.749618,0.18778917,1.9617109,1.6594837,9.193385,0.07832469,2.7012992,1.4146127
32,8.309564,0.19904093,1.9617164,1.6707295,7.294058,0.08026737,2.7012806,1.4331945
33,8.450844,0.18718404,1.9616796,1.9090519,5.163352,0.0759658,2.7013004,1.401701
34,9.370349,0.19395182,1.9616553,1.6534324,7.7368345,0.0809867,2.7012532,1.4010235
35,7.864669,0.18837564,1.9616828,2.0356917,5.687673,0.076254964,2.7012103,1.4853855
36,7.6796045,0.18250392,1.961675,2.1156795,5.149184,0.07309084,2.7012064,1.5464022
37,9.084414,0.1928921,1.961619,1.6796641,7.104565,0.079064205,2.701066,1.4061191
38,10.744416,0.19703539,1.9616401,1.4521172,9.332324,0.08436725,2.7010334,1.3384529
39,7.448219,0.19040416,1.9616542,1.809154,5.6890693,0.07714516,2.7010202,1.4374795
40,8.00504,0.18816926,1.9616481,1.9392002,4.674704,0.07552117,2.7010224,1.3910624
41,10.119242,0.18662821,1.9615948,1.591832,8.211346,0.0810969,2.7009683,1.3207792
42,8.261134,0.19279695,1.9615204,2.0261385,5.5434875,0.08073757,2.7008739,1.4684122
43,9.359571,0.19345346,1.9614595,1.6049507,7.068353,0.07990955,2.7008393,1.39621
44,9.373532,0.18410471,1.9615289,1.7087455,6.9210434,0.07799633,2.7007792,1.3580389
45,7.1270485,0.18065453,1.9615396,2.2882507,3.9248712,0.07440628,2.7007318,1.5891023
46,10.8026,0.19005452,1.9614773,1.5260552,8.166865,0.08094132,2.7007008,1.3359417
47,5.760634,0.19904341,1.9614607,2.4288259,3.3036475,0.078943364,2.7006576,1.6134144
48,7.884076,0.18007655,1.9614433,2.0300965,5.9119105,0.07529159,2.7005467,1.4966806
49,8.486108,0.18638614,1.9614636,2.0337634,7.402346,0.07946806,2.700474,1.5945275
50,7.706566,0.19266006,1.9614797,1.8526688,5.2611094,0.07897228,2.7004864,1.4045881
51,9.455942,0.20102465,1.9614649,1.6860411,6.774512,0.08396808,2.700438,1.4139196
52,11.715197,0.19458546,1.9614141,1.2929654,11.113221,0.088830054,2.7005103,1.2171786
53,6.4550138,0.18677902,1.9613894,2.29424,3.97953,0.07869764,2.7005563,1.5449907
54,9.191039,0.187524,1.9614052,1.7609488,6.8536544,0.07882516,2.7005138,1.3771172
55,7.8879805,0.18473667,1.9614168,1.9880313,5.6467023,0.079672925,2.7004886,1.4831461
56,9.023584,0.18659052,1.9613618,1.8175052,7.058921,0.0787513,2.700484,1.3634933
57,8.492957,0.18423712,1.9613733,2.0033574,6.796581,0.07922729,2.7004635,1.4681959
58,8.958546,0.2016051,1.9613775,1.7569311,7.631392,0.08600656,2.7004192,1.4662842
59,10.043054,0.18473549,1.961383,1.4837452,7.3177943,0.081337504,2.700463,1.3423607
60,9.671108,0.19594333,1.9613823,1.7557566,6.7531543,0.08137358,2.7003727,1.3592911
61,8.859473,0.19027516,1.9613646,1.7400519,6.0813675,0.08175884,2.7003372,1.4198464
62,8.733493,0.19925472,1.961395,1.8632772,6.249446,0.08592623,2.7002723,1.4816428
63,8.864617,0.18738954,1.9614179,1.6227273,6.6167507,0.08198638,2.7002497,1.3129612
64,9.821703,0.19491395,1.961408,1.6848425,7.016096,0.08341916,2.700296,1.3465574
65,6.3056574,0.1984083,1.9613787,2.3834994,3.6393144,0.081770934,2.7002244,1.7033112
66,6.076615,0.18666705,1.9613817,2.474804,4.0730424,0.07953431,2.7001286,1.5877807
67,7.0850015,0.18634576,1.9613776,2.2203143,4.894512,0.07946686,2.700115,1.5771421
68,7.0542045,0.19035456,1.9613655,1.8455495,5.2425246,0.084002286,2.700072,1.4653131
69,8.754936,0.19121161,1.961302,1.7510087,7.9730697,0.0853866,2.7000415,1.407292
70,7.343127,0.19156645,1.9612815,2.3823996,4.459906,0.08295967,2.6999335,1.5973482
71,7.5216823,0.19593862,1.9612495,2.150719,5.255044,0.08564787,2.6998882,1.51038
72,10.454321,0.19550058,1.9612722,1.4376271,8.938133,0.08878456,2.6999147,1.263831
73,7.9519534,0.18877137,1.96128,2.131248,5.634044,0.082468495,2.6999683,1.5327091
74,8.716386,0.20605962,1.9612913,1.9980853,6.9130673,0.087966815,2.6999307,1.4339261
75,5.283769,0.18785706,1.961305,1.9539849,2.9619088,0.08272803,2.6999245,1.537657
76,5.791121,0.18585128,1.9612981,1.9623245,4.00959,0.0814957,2.6998444,1.5282754
