,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,8.697468,0.12427251,2.021481,1.8357601,1.2491655,0.04190929,2.7526193,2.6663635
1,10.660305,0.13190134,2.0215025,1.3886197,0.82085115,0.044368703,2.7526507,3.0818229
2,7.277316,0.124308474,2.0215242,2.09126,1.1316516,0.04153791,2.7527053,2.7566926
3,8.725847,0.13292077,2.021527,1.8741587,1.3628997,0.04451748,2.7528799,2.3908937
4,7.1867595,0.12951367,2.0215414,2.2754033,1.9208629,0.043626584,2.7528718,2.9280844
5,6.386138,0.12639198,2.0215764,2.316518,1.3793384,0.042256102,2.7531624,2.54951
6,8.124795,0.1324194,2.0215347,1.9014821,1.4252689,0.04435017,2.7533495,2.2054472
7,9.73556,0.13182671,2.021503,1.5704359,1.0338426,0.044653557,2.7531576,2.862951
8,8.377006,0.13108385,2.021547,1.9371684,1.388914,0.043742828,2.7532046,2.8504806
9,7.988151,0.12575866,2.0214965,2.0767603,1.3309292,0.0424454,2.753188,2.5600855
10,9.649888,0.1277023,2.0214982,1.7055868,1.1836264,0.042917885,2.7533028,3.3164709
11,9.480472,0.12386636,2.0215154,1.679707,1.4070907,0.041830827,2.7533832,2.3901422
12,8.840347,0.124036565,2.0214748,1.9451097,1.2984742,0.041575946,2.7532294,3.4385152
13,8.281025,0.13014325,2.02145,2.0414948,1.4714603,0.04404573,2.7532377,2.8858368
14,8.686687,0.12883215,2.0214355,1.808178,1.3976642,0.043096643,2.7532995,2.3259053
15,10.0661125,0.13269126,2.0214305,1.7997003,1.6528839,0.044608757,2.753315,2.8946588
16,8.353966,0.12538397,2.0214386,1.892453,1.4137409,0.042384677,2.753268,2.2034676
17,7.9337163,0.12459185,2.0214355,1.9329516,1.2703528,0.04178569,2.7532148,2.3106294
18,9.753356,0.12429875,2.0214553,1.68273,1.4246087,0.04170696,2.753557,2.0522354
19,10.3991,0.13170767,2.0214078,1.4944644,1.1700858,0.044431385,2.7535253,2.983434
20,7.5865717,0.124965645,2.0214405,2.1524463,1.412475,0.04183388,2.7534149,2.5132468
21,10.592964,0.1314185,2.0214489,1.393479,1.1983645,0.043293584,2.753443,2.4836454
22,9.919001,0.12740682,2.0214405,1.5566355,0.6141954,0.042977426,2.7531683,3.8171453
23,11.155737,0.1293104,2.021356,1.4244289,1.0931238,0.043432035,2.7527773,2.6780496
24,9.482286,0.12673579,2.0212793,1.8163441,1.4807343,0.042674687,2.7526765,2.7633338
25,7.7607055,0.13009627,2.0212934,2.1171036,1.9063423,0.042983104,2.752764,2.565507
26,9.341595,0.1386305,2.021328,1.6269132,1.2546376,0.04634476,2.7526367,2.4374046
27,7.265565,0.12666374,2.0213265,2.2758634,1.6828926,0.042176805,2.7526588,2.4921522
28,9.543936,0.12708674,2.0213404,1.6530392,1.0451674,0.04250788,2.7525105,2.9786603
29,6.845019,0.12698375,2.021347,2.393527,1.9161316,0.04227013,2.7524877,2.428178
30,7.9020996,0.13475314,2.0213277,2.0240521,1.2623817,0.04528483,2.7525976,2.4502277
31,8.957076,0.12740263,2.0213602,1.7959043,1.2327238,0.042310394,2.752409,2.690437
32,9.693784,0.125868,2.0213459,1.6474705,1.0661434,0.042255174,2.752259,2.9274101
33,6.3453994,0.12400339,2.0213478,2.223641,2.5164084,0.04154538,2.7525673,2.1559465
34,5.607368,0.12996441,2.0213406,1.9528241,1.491535,0.043581426,2.7523801,1.7487092
35,8.402405,0.12451309,2.021314,1.8562539,1.2843907,0.041901734,2.752208,2.5782003
36,7.832397,0.12971132,2.0213194,1.7551777,1.3127171,0.043104,2.7521544,2.0649364
37,10.128484,0.13265486,2.0212693,1.7887764,0.97750086,0.044088293,2.752276,3.7581084
38,8.139203,0.12445888,2.0213141,2.1022837,1.7572179,0.041073404,2.7525322,2.5347655
39,8.518412,0.12653011,2.0213225,1.9762796,1.3806272,0.04260994,2.7525938,2.2859364
40,8.209503,0.12638621,2.0213933,1.8739988,1.4583768,0.04195267,2.7525458,2.555925
41,8.774828,0.1322647,2.0213397,1.7142736,1.0210198,0.044394776,2.7524593,3.5048668
42,8.532582,0.12494339,2.0213432,1.9664809,1.3438432,0.041886657,2.7522154,2.8484285
43,10.176882,0.12705079,2.021348,1.6312017,1.1939204,0.042568423,2.7521105,2.9150362
44,7.70347,0.13631773,2.0213556,1.7321635,1.4271952,0.044947248,2.7519538,1.9539582
45,10.897546,0.1253302,2.0213037,1.5683739,0.887744,0.0419107,2.7521503,3.7579765
46,9.139056,0.1249919,2.021347,1.5892375,1.2475754,0.04245537,2.7521026,2.6298776
47,10.692825,0.12925424,2.0212834,1.5060714,1.2762089,0.04340294,2.752056,3.2168078
48,10.801613,0.12386513,2.0212052,1.5606788,1.1765738,0.041714586,2.7522352,2.842063
49,5.758552,0.123524226,2.0213087,2.6160717,1.5948654,0.04055684,2.7522802,2.7796874
50,9.271846,0.13183482,2.0213299,1.7247095,1.1536084,0.04406744,2.7522678,2.6801019
51,7.0795774,0.12187295,2.0213847,2.0982387,1.5971266,0.040913027,2.752249,2.4076235
52,10.686978,0.12700996,2.0213954,1.5447203,1.0826406,0.042242356,2.7521334,3.0065184
53,5.9744253,0.12589939,2.0214136,1.9485872,1.5875062,0.042004615,2.7519753,1.7576073
54,7.093933,0.12684828,2.0214064,2.2142045,1.8634224,0.042878974,2.7519631,2.3003452
55,9.564549,0.13362743,2.0213742,1.7757986,1.2408161,0.045440592,2.7519298,2.8851776
56,9.22944,0.13466382,2.0213745,1.7492553,1.2702942,0.045774095,2.7519112,2.2686179
57,8.578334,0.12902057,2.0214572,1.7180126,1.4592316,0.043495618,2.7518544,2.8851552
58,8.760142,0.12759598,2.0215108,1.8009305,1.6202599,0.04332734,2.751843,2.825869
59,9.293253,0.1266498,2.0214815,1.5769193,0.9722209,0.042326346,2.7516694,3.0258026
60,7.367964,0.1321168,2.0214925,2.170909,1.1357819,0.04452682,2.7515235,2.482864
61,8.598439,0.12722008,2.0214677,1.7763395,1.3609985,0.043130055,2.7515922,2.5880353
62,7.67075,0.12546906,2.0215306,2.1279137,1.6094161,0.04225988,2.7515066,2.5301645
63,6.3819757,0.12877421,2.021578,2.3347113,1.5683336,0.04275145,2.751648,2.358233
64,8.684564,0.13105391,2.0215466,1.8493867,1.792644,0.043834757,2.751677,2.4548259
65,11.140774,0.12917839,2.0215738,1.390636,1.0936636,0.043247968,2.7517292,2.8618758
66,8.504984,0.12673229,2.0215993,1.7126803,1.3463358,0.043685485,2.7515762,2.6307154
67,7.262149,0.13200596,2.0216236,1.7585266,1.3145459,0.04489144,2.7517047,2.2321453
68,10.517023,0.12994799,2.0216284,1.5669117,1.0583045,0.04383538,2.7519681,3.15723
69,7.188275,0.12808812,2.0215702,2.0309114,1.3762925,0.043589853,2.7519116,2.4469001
