,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,8.639465,0.17258646,1.8464503,1.8421739,2.3828535,0.074425444,2.6789894,2.0080318
1,10.855067,0.17420746,1.8464931,1.4651457,2.3452222,0.075446814,2.6790447,2.1492026
2,8.874906,0.17261857,1.8464679,1.9751862,2.577385,0.07593314,2.6789737,1.9202018
3,6.7820234,0.17884576,1.8464565,1.8604447,1.8885746,0.07715005,2.6790168,2.067614
4,8.223213,0.17214368,1.8464946,1.8832654,2.5392003,0.07496237,2.679004,2.1485698
5,8.826675,0.17648232,1.8465054,1.7242706,2.1569602,0.07599558,2.6789773,2.1725836
6,8.761441,0.17605513,1.8465104,1.8641636,2.27318,0.07541975,2.6789842,2.3043246
7,8.036895,0.182129,1.8465449,2.1191282,2.2543075,0.07669978,2.678968,2.205138
8,9.642901,0.16939792,1.8465863,1.6918944,2.7140868,0.07358513,2.6789753,2.0671277
9,7.541657,0.17075911,1.8465952,2.0866673,2.7046099,0.07454717,2.6789787,2.0825303
10,9.94309,0.16979459,1.8465996,1.7454253,2.1953332,0.07247235,2.6789646,2.092365
11,10.219729,0.1747479,1.8466219,1.5798938,2.5837016,0.07538916,2.6790187,2.1829653
12,8.200974,0.18061294,1.8466256,1.915732,2.4922688,0.07627125,2.678941,2.2905145
13,9.37242,0.17110506,1.8466128,1.7790375,2.720909,0.07382027,2.6789446,1.921157
14,9.839099,0.17752272,1.8466555,1.5974592,2.3395507,0.07546381,2.6789572,2.4616187
15,7.9084215,0.17527233,1.8466636,2.0534892,3.1912112,0.07556541,2.6789212,2.1036303
16,8.88822,0.17360625,1.8466884,1.8715504,2.3820925,0.07544793,2.6789405,1.8608469
17,11.647762,0.18390614,1.8467078,1.3797479,2.0202913,0.077314004,2.6789262,2.1064186
18,7.4402018,0.16801006,1.8467237,2.1370823,2.1806214,0.07289535,2.678926,2.121527
19,8.191496,0.16397768,1.8467115,1.9382058,2.5037026,0.07230073,2.6788745,2.079263
20,8.8472185,0.17665616,1.8467441,1.9292027,2.6416774,0.07540391,2.678874,2.0463521
21,7.2996306,0.1699791,1.8467797,1.7932287,2.5252068,0.07534606,2.678921,1.9371786
22,8.361941,0.16887258,1.8467811,1.9863129,2.168129,0.07314167,2.6789412,2.0363538
23,8.230015,0.16891885,1.8467745,1.9745673,2.4434001,0.073597774,2.6789684,2.1196015
24,6.9759545,0.17793337,1.8467876,1.7510855,2.3071506,0.07656596,2.6789458,1.89363
25,9.614546,0.17640199,1.8467735,1.7195984,2.2731786,0.074794516,2.6789126,2.039288
26,10.006706,0.17343193,1.8468132,1.6672003,2.483407,0.07512947,2.6789167,2.1553397
27,7.9171405,0.17307857,1.8468149,1.9049703,2.3181393,0.07481446,2.6788762,2.1760242
28,7.8047843,0.1711514,1.8468244,2.291993,2.3166485,0.07445411,2.6788898,2.1935592
29,11.799135,0.17862971,1.846854,1.3467168,1.9762268,0.07532158,2.6789165,1.9862179
30,7.906341,0.17492947,1.8468729,2.0333405,2.5635169,0.07557818,2.6788497,1.9974625
31,8.87166,0.17429775,1.8468736,1.9713317,2.241922,0.07498681,2.6787906,2.1785092
32,10.601152,0.17467871,1.8468915,1.6694221,2.5031283,0.0758678,2.678777,1.9810597
33,8.409199,0.17061652,1.8469282,2.0630097,1.9431335,0.07443977,2.6787527,2.2329657
34,7.663215,0.17537421,1.8469725,2.3015504,2.5247862,0.076043695,2.6787019,2.2679865
35,9.076748,0.17861067,1.8469836,1.745495,2.0284216,0.07775272,2.6787195,2.1178052
36,10.733326,0.17322218,1.8470014,1.4243041,1.7392182,0.074847296,2.6787927,2.329291
37,7.74013,0.17459826,1.8470038,2.3369777,2.1789584,0.07578122,2.6788023,2.2899237
38,6.3540545,0.17157707,1.8470234,2.1778612,2.4394128,0.0755926,2.6788926,2.1570957
39,7.1022825,0.17624077,1.8470515,2.203241,2.3014653,0.076490894,2.6788995,2.1727092
40,7.7662234,0.17157479,1.8471112,1.9190662,1.8675226,0.07693521,2.6789386,2.2401042
41,8.653352,0.167073,1.8471427,1.9381,2.7084763,0.07477391,2.678897,2.0497336
42,9.302609,0.17690733,1.8471459,1.8679289,2.6645322,0.0764557,2.6788487,2.135958
43,7.541063,0.17212527,1.8471993,2.258847,2.745333,0.07482104,2.6788344,2.1462276
44,8.770029,0.17958663,1.8472284,1.9691362,2.8495917,0.079550475,2.678753,2.0012069
45,9.812678,0.18401977,1.8472519,1.571744,3.23733,0.08120178,2.6788,1.8668462
46,10.05761,0.18184903,1.8472574,1.5617416,3.0467458,0.07933133,2.678779,2.0248308
47,7.508786,0.17243177,1.8472174,2.0941668,2.226529,0.078642294,2.6786928,1.9357519
48,8.872997,0.17733908,1.8471899,1.90922,1.6916388,0.0780609,2.6786747,2.2090914
49,8.501375,0.16697721,1.8471816,1.8675219,2.5605352,0.075495325,2.678653,1.9396399
50,8.35284,0.17456082,1.8471528,2.0239732,1.5752308,0.077517524,2.678637,2.2977874
51,8.8334675,0.16918305,1.8471291,1.7752229,2.2135646,0.075648926,2.6786852,1.9902797
52,8.990653,0.17253019,1.8471807,1.9626726,2.3678083,0.077800035,2.6786642,2.0146103
53,8.158145,0.17074645,1.847199,1.9309951,2.5659049,0.07643443,2.6786456,2.0265028
54,10.725642,0.18309142,1.8472333,1.5040499,2.3033772,0.08192966,2.6785986,2.1595094
55,10.4207735,0.18383156,1.8472501,1.4121032,2.3985415,0.08191949,2.6786294,2.1156774
56,8.50561,0.16515785,1.8472788,1.8600341,2.6508148,0.07722317,2.6786213,1.8452064
57,7.5101457,0.16920981,1.8472826,2.138388,2.7237844,0.07758998,2.6785967,2.2286954
58,10.726957,0.1732811,1.8472545,1.4621751,2.3680708,0.079427406,2.6786656,2.2147427
59,7.7856927,0.17531313,1.8472633,1.6963452,2.281527,0.080222294,2.6787145,1.804842
60,7.2346296,0.16861144,1.8472835,2.1128771,1.5582782,0.077160574,2.678695,2.1317856
61,9.149757,0.17645954,1.8473392,1.7777543,2.9991224,0.081312425,2.6786516,2.0490038
62,10.233273,0.17965025,1.8473058,1.5549418,1.8646107,0.08128182,2.6786606,2.2442274
63,9.121786,0.1762266,1.8473301,1.7049183,2.6133485,0.08140155,2.6787133,1.9862803
64,8.164421,0.1719762,1.8473635,2.0133028,2.8474472,0.080014594,2.678778,2.0881948
65,8.434172,0.1830783,1.8474033,1.9501848,2.6846602,0.083464995,2.6788292,1.9317411
66,8.116862,0.17172402,1.8474802,1.9366896,2.7942417,0.080653146,2.6788278,2.0281782
67,9.373367,0.16768757,1.8475108,1.9168327,3.1492646,0.0785319,2.678831,1.9440246
68,10.680595,0.17789643,1.8475165,1.4752696,2.982772,0.08235784,2.6787953,1.9020498
