,losses,counter
0,2.300278902053833,0
1,2.2958290576934814,640
2,2.309804916381836,1280
3,2.3054819107055664,1920
4,2.299741506576538,2560
5,2.305143356323242,3200
6,2.3162288665771484,3840
7,2.2960546016693115,4480
8,2.3111183643341064,5120
9,2.3270633220672607,5760
10,2.3119804859161377,6400
11,2.3050649166107178,7040
12,2.308520793914795,7680
13,2.2887370586395264,8320
14,2.3058059215545654,8960
15,2.301145076751709,9600
16,2.3070552349090576,10240
17,2.306333303451538,10880
18,2.304274559020996,11520
19,2.290156364440918,12160
20,2.314807415008545,12800
21,2.3030507564544678,13440
22,2.3086395263671875,14080
23,2.301417112350464,14720
24,2.3034982681274414,15360
25,2.308864116668701,16000
26,2.301964044570923,16640
27,2.2999401092529297,17280
28,2.3045718669891357,17920
29,2.303279399871826,18560
30,2.3073484897613525,19200
31,2.3029353618621826,19840
32,2.291461706161499,20480
33,2.299717903137207,21120
34,2.298875093460083,21760
35,2.2979698181152344,22400
36,2.3090527057647705,23040
37,2.3041348457336426,23680
38,2.3061015605926514,24320
39,2.292734146118164,24960
40,2.3030946254730225,25600
41,2.3061811923980713,26240
42,2.303147792816162,26880
43,2.2873308658599854,27520
44,2.3107447624206543,28160
45,2.302222967147827,28800
46,2.2939858436584473,29440
47,2.316269874572754,30080
48,2.3101954460144043,30720
49,2.3047733306884766,31360
50,2.298776149749756,32000
51,2.3157780170440674,32640
52,2.2983734607696533,33280
53,2.3049724102020264,33920
54,2.300971031188965,34560
55,2.2991573810577393,35200
56,2.301713466644287,35840
57,2.2946221828460693,36480
58,2.3009533882141113,37120
59,2.30184268951416,37760
60,2.30724835395813,38400
61,2.3019051551818848,39040
62,2.3018085956573486,39680
63,2.3085005283355713,40320
64,2.3027212619781494,40960
65,2.2994284629821777,41600
66,2.308311700820923,42240
67,2.3062920570373535,42880
68,2.3074660301208496,43520
69,2.3062705993652344,44160
70,2.301515579223633,44800
71,2.300326108932495,45440
72,2.3023829460144043,46080
73,2.305773973464966,46720
74,2.2994585037231445,47360
75,2.2858786582946777,48000
76,2.307358741760254,48640
77,2.3031814098358154,49280
78,2.284792184829712,49920
79,2.306918144226074,50560
80,2.293260097503662,51200
81,2.29988169670105,51840
82,2.2963194847106934,52480
83,2.29726243019104,53120
84,2.294527053833008,53760
85,2.3035173416137695,54400
86,2.2986655235290527,55040
87,2.305922031402588,55680
88,2.2969260215759277,56320
89,2.293680191040039,56960
90,2.3037211894989014,57600
91,2.3015987873077393,58240
92,2.2869858741760254,58880
93,2.298304557800293,59520
94,2.309920310974121,60000
95,2.295819044113159,60640
96,2.287929058074951,61280
97,2.2999660968780518,61920
98,2.2931363582611084,62560
99,2.287238121032715,63200
100,2.2987945079803467,63840
101,2.302671194076538,64480
102,2.2985663414001465,65120
103,2.301541328430176,65760
104,2.2985739707946777,66400
105,2.291313648223877,67040
106,2.292865514755249,67680
107,2.279905319213867,68320
108,2.29296875,68960
109,2.3042967319488525,69600
110,2.302119016647339,70240
111,2.3029849529266357,70880
112,2.291381359100342,71520
113,2.294485330581665,72160
114,2.295278549194336,72800
115,2.2830214500427246,73440
116,2.2986655235290527,74080
117,2.2894585132598877,74720
118,2.301316976547241,75360
119,2.29801607131958,76000
120,2.304107427597046,76640
121,2.2812204360961914,77280
122,2.3096370697021484,77920
123,2.2949483394622803,78560
124,2.3126535415649414,79200
125,2.292360544204712,79840
126,2.3012795448303223,80480
127,2.2910969257354736,81120
128,2.2879250049591064,81760
129,2.289598226547241,82400
130,2.280834913253784,83040
131,2.285470485687256,83680
132,2.3036255836486816,84320
133,2.279766082763672,84960
134,2.282119035720825,85600
135,2.2888407707214355,86240
136,2.271944046020508,86880
137,2.2675869464874268,87520
138,2.28515625,88160
139,2.278186559677124,88800
140,2.2845675945281982,89440
141,2.2668871879577637,90080
142,2.2783894538879395,90720
143,2.2572131156921387,91360
144,2.2407126426696777,92000
145,2.208362579345703,92640
146,2.2418551445007324,93280
147,2.146965503692627,93920
148,2.090691328048706,94560
149,1.9192354679107666,95200
150,1.8429864645004272,95840
151,1.5106682777404785,96480
152,1.4187778234481812,97120
153,1.353511929512024,97760
154,1.2809275388717651,98400
155,1.0353437662124634,99040
156,1.1134623289108276,99680
157,1.1649419069290161,100320
158,0.9015515446662903,100960
159,1.060823678970337,101600
160,1.0280652046203613,102240
161,0.89442378282547,102880
162,1.0287890434265137,103520
163,0.9954864382743835,104160
164,0.768833577632904,104800
165,0.8150787949562073,105440
166,0.8386175036430359,106080
167,0.6483637094497681,106720
168,0.6259255409240723,107360
169,0.8451164960861206,108000
170,0.7477330565452576,108640
171,0.8881851434707642,109280
172,0.7296558022499084,109920
173,0.8232349157333374,110560
174,0.638491153717041,111200
175,0.723141610622406,111840
176,0.5881865620613098,112480
177,0.8047741055488586,113120
178,0.8548267483711243,113760
179,0.8237535357475281,114400
180,0.5655350685119629,115040
181,0.45891469717025757,115680
182,0.6901832222938538,116320
183,0.596806526184082,116960
184,0.5643677115440369,117600
185,0.5645913481712341,118240
186,0.6261799335479736,118880
187,0.6870366334915161,119520
