,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,9.084093,0.11092662,1.8821442,1.95153,2.637139,0.04563486,2.686847,3.3669064
1,9.849124,0.12237574,1.8821495,1.5775195,2.8472838,0.043619312,2.6868706,3.4244626
2,10.134304,0.10545841,1.8821614,1.6127032,2.778201,0.047832064,2.6868649,3.1205766
3,8.225009,0.107616834,1.8821597,2.132983,2.7826748,0.04421557,2.68688,3.1855364
4,11.54714,0.11998195,1.8821667,1.3920746,2.789825,0.049895104,2.6868784,3.2561843
5,11.433308,0.12083692,1.8821653,1.3745213,3.243413,0.05293887,2.6867783,2.9748971
6,8.422312,0.09879291,1.8821744,1.882506,2.5464928,0.041015726,2.6868715,3.761511
7,9.879327,0.10620381,1.8821772,1.6767867,2.600787,0.04059338,2.686877,3.54912
8,8.196079,0.09596675,1.882184,2.2538717,2.8459933,0.042393014,2.6868343,3.326657
9,9.189972,0.10733138,1.8821912,1.8344725,2.8395326,0.045353517,2.6867993,3.0677516
10,11.082979,0.114916876,1.8821816,1.5747782,3.5756087,0.05073629,2.6867423,2.932761
11,9.297477,0.11563052,1.8821679,1.8536783,2.2948241,0.04000259,2.6867197,3.382692
12,8.419263,0.09394665,1.8821682,1.6850448,3.0869124,0.045563582,2.6867635,2.9645736
13,10.786855,0.11885262,1.8821573,1.5617684,2.694122,0.04869811,2.6866915,3.3633356
14,10.764236,0.11906094,1.8821597,1.5463316,2.866856,0.045174666,2.6868005,3.0958948
15,9.182547,0.10863242,1.8821623,1.9014617,3.4213347,0.053604197,2.6868024,2.6964054
16,9.447531,0.10833622,1.8821689,1.9353904,2.486682,0.040758625,2.686772,3.5117452
17,7.161631,0.089409694,1.8821673,1.7964797,3.6341662,0.05145123,2.6866453,2.6161075
18,8.172301,0.09289549,1.8821588,1.6884949,3.0803454,0.044225745,2.6865757,3.159201
19,10.423119,0.1093726,1.8821492,1.7528472,2.8498852,0.04623245,2.6865966,3.2558198
20,8.827362,0.10731466,1.8821533,1.8842248,3.3904414,0.045911986,2.6866,2.9258254
21,9.3137245,0.10689352,1.8821582,1.9280438,2.7287374,0.041206483,2.686757,3.4309847
22,8.416579,0.09957848,1.8821584,2.2612581,2.721925,0.04050044,2.6867468,3.246267
23,10.479452,0.10523572,1.8821598,1.7341946,3.2613232,0.049777847,2.6868,3.0764806
24,9.22554,0.095201366,1.8821654,1.9017316,2.6897788,0.039843492,2.6868887,3.2994888
25,9.40003,0.10872699,1.882171,1.8616337,2.447236,0.042082805,2.687005,3.4151795
26,8.47837,0.101694345,1.882168,2.0297604,2.351497,0.042032626,2.6870859,3.3088105
27,8.228807,0.10350715,1.8821667,1.9444113,2.811967,0.04204113,2.6869564,3.3046079
28,8.092739,0.098868564,1.8821737,2.0776126,2.244753,0.03596862,2.687093,3.6952102
29,10.659282,0.1151546,1.882168,1.5955694,2.8649337,0.046300247,2.6869063,3.0895145
30,8.303486,0.10304243,1.8821619,2.0138083,3.9049866,0.05454834,2.6868708,2.6036465
31,8.228995,0.10706433,1.8821552,2.2380672,1.9770238,0.03795031,2.686838,3.9521039
32,8.503381,0.10748996,1.8821615,2.0783036,2.3536222,0.041528784,2.686748,3.3355114
33,6.6960053,0.08570307,1.8821698,1.8961436,3.1587055,0.04431788,2.6866126,2.759742
34,10.438059,0.10736046,1.8821704,1.6055036,2.925377,0.047635872,2.6866524,3.2497962
35,9.858814,0.10876942,1.8821702,1.6618896,2.5679138,0.040225126,2.686534,3.2471688
36,8.73707,0.102523506,1.8821764,1.8599039,2.3763144,0.042272814,2.6864808,3.3346338
37,6.833315,0.10108158,1.8821721,2.5329394,2.2595432,0.038120233,2.6865585,3.4405935
38,9.501793,0.108368576,1.882179,1.7378558,2.815592,0.04856015,2.6865535,2.9726543
39,10.784439,0.12429619,1.8821915,1.5244632,3.0333655,0.05098446,2.6866446,3.0262935
40,10.279368,0.12075938,1.8822007,1.57749,3.3200824,0.048225593,2.6867087,2.9470887
41,11.717289,0.12710406,1.8822002,1.6069562,3.0363727,0.050511133,2.6865697,3.2030735
42,8.413309,0.09230656,1.8821957,1.6707332,2.1201565,0.03781881,2.6865435,3.3918045
