,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,9.833309,0.073963515,1.8618467,1.6193142,0.8408352,0.021966565,2.675629,3.5025115
1,8.200859,0.07282813,1.8618518,1.8908838,0.9673948,0.021451745,2.67564,3.0933292
2,7.8321843,0.07480466,1.8618599,2.1994653,0.99088037,0.021852383,2.675645,3.1651447
3,7.4789577,0.07358985,1.8618748,2.2930634,1.2169652,0.021073937,2.6756225,2.6630921
4,7.8814864,0.07364498,1.861867,1.7242895,1.3056976,0.021354744,2.675605,2.7171094
5,9.759096,0.075231016,1.8618649,1.6139233,0.55645275,0.022292404,2.6756365,3.8477936
6,8.871582,0.07148952,1.8618895,1.7253678,1.0144312,0.021265823,2.6756232,2.790651
7,5.964298,0.07401562,1.8618969,1.899195,1.7177451,0.020925472,2.6756525,2.840511
8,9.145847,0.07057941,1.8618908,1.8836359,0.97053105,0.020962823,2.6756423,2.8781044
9,7.425726,0.07296877,1.8618937,2.0967913,1.0027416,0.021226764,2.6756372,3.5633926
10,8.143117,0.07699124,1.8618942,1.9252064,0.903976,0.022336077,2.6756396,3.144449
11,7.438276,0.07316078,1.8618596,2.1344924,1.1105521,0.021064077,2.6756434,3.1724482
12,8.5659,0.074812,1.8618671,1.9607881,1.294944,0.02201438,2.6756601,3.5368156
13,7.689057,0.071718924,1.8618555,1.9821451,1.1304274,0.020854142,2.675681,2.7963223
14,8.74175,0.07622222,1.8618618,1.9275128,0.78603953,0.022353852,2.6756704,3.5873835
15,7.761282,0.07336969,1.8618377,1.7223389,1.1690947,0.0216499,2.675691,2.936329
16,11.434117,0.07538842,1.861838,1.5371759,0.8792577,0.021924362,2.6757064,2.71577
17,9.456602,0.07184786,1.8618389,1.658045,0.8559061,0.02113413,2.6756883,3.7349563
18,9.210608,0.07158158,1.861857,1.8106266,1.3924704,0.020592403,2.6756713,3.4743845
19,9.514294,0.073563315,1.8618554,1.6375288,1.2046067,0.021560103,2.6756737,2.726552
20,8.405154,0.0727751,1.8618472,1.6263428,1.1807414,0.02097689,2.6756713,2.6096542
21,9.694223,0.074177995,1.861858,1.7245609,0.9080651,0.021939125,2.675683,3.5714092
22,7.8659377,0.074414015,1.861859,2.03362,1.1923217,0.021376926,2.675627,3.021768
23,10.642296,0.07095912,1.8618575,1.4962032,0.7585022,0.020953089,2.6756277,3.482763
24,9.782475,0.07318824,1.8618685,1.6554719,0.9093524,0.02152138,2.6756356,3.2867785
25,9.3368225,0.074679144,1.8618785,1.716352,0.80733955,0.021873066,2.6756241,3.0575302
26,9.612582,0.07368114,1.8618917,1.5645931,1.094778,0.02198626,2.6756463,3.1040597
27,7.9088473,0.07341007,1.8618822,2.0661194,0.8591984,0.021480069,2.6756275,3.5658145
28,10.702819,0.07260329,1.8618737,1.5825374,0.8094161,0.02133603,2.6756558,3.4190438
29,10.479572,0.07627195,1.8618839,1.5997444,0.63427895,0.02222334,2.6756608,3.201865
30,9.282031,0.07232542,1.861876,1.940972,1.0145994,0.02128905,2.6756616,3.5169303
31,9.752098,0.073207304,1.8618673,1.5615922,0.99936604,0.021543168,2.6756666,2.6978986
32,7.456728,0.07239814,1.8618577,2.012963,0.8089464,0.021318853,2.6756861,3.4289315
33,10.277272,0.074134186,1.861847,1.6370606,0.7136879,0.021628737,2.6756816,3.7805998
34,8.864826,0.07414711,1.8618355,1.9271019,0.96272415,0.021214882,2.6756804,3.5480485
35,6.9291053,0.07309552,1.8618281,2.263155,1.0500045,0.021193765,2.6756868,3.0776346
36,9.257546,0.072280124,1.8618324,1.9934915,1.1889253,0.020652492,2.6756809,3.9965386
37,9.079107,0.07432486,1.8618252,1.7491844,1.0337714,0.021628657,2.6757112,3.757437
38,7.696365,0.07428493,1.8618304,2.0337903,0.96011835,0.021454595,2.6756918,4.122445
39,6.7887278,0.07364126,1.8618304,1.8351618,1.1631241,0.020966342,2.6756992,2.8092482
40,10.357358,0.07237961,1.8618176,1.5369698,0.9247434,0.021054883,2.6757202,3.5862794
