,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,8.812606,0.100613356,1.7454318,1.9157175,2.9748514,0.03658294,2.706606,2.3027718
1,10.3942375,0.10350498,1.7454218,1.4777902,3.526595,0.037364952,2.7066197,1.8752106
2,6.93156,0.0999311,1.7454252,2.436799,2.3979998,0.0359581,2.7065935,2.2399561
3,10.200303,0.09842711,1.7454522,1.6845268,3.2878807,0.036141068,2.70664,2.125573
4,8.409656,0.101715416,1.7454438,2.2010906,2.7452157,0.036483962,2.706655,2.1392763
5,9.149143,0.097328864,1.7454495,1.8839314,3.3690016,0.035520233,2.7066643,2.1216726
6,6.8806705,0.09817301,1.7454243,2.5724032,2.5223563,0.035304446,2.706672,2.2594326
7,10.0785055,0.10127786,1.7454486,1.7294325,2.5218763,0.03668011,2.7066872,2.350382
8,10.038666,0.10279766,1.745452,1.7190056,3.0931606,0.03651886,2.7067208,2.0365684
9,8.653622,0.10089707,1.7454584,1.8463553,2.759472,0.036516134,2.7067344,1.9914979
10,7.3909483,0.098471455,1.7454556,2.1652806,2.97739,0.036523946,2.706697,2.1401975
11,10.376354,0.101287454,1.7454528,1.5974592,3.6266592,0.03693053,2.7066813,1.9082484
12,9.694093,0.10258588,1.7454529,1.7350079,3.146998,0.03600476,2.7066653,2.0528617
13,10.980158,0.10284551,1.7454475,1.5021474,2.5190978,0.036770027,2.7066736,2.3225832
14,10.065225,0.09891736,1.7454455,1.7904899,2.858758,0.03507212,2.7066834,2.2594068
15,9.507556,0.100099795,1.7454437,1.9563383,2.7423158,0.03574744,2.7066703,2.1861088
16,10.229109,0.10226242,1.7454491,1.8221703,3.2245014,0.03706109,2.7066233,2.0876396
17,10.6595545,0.10050766,1.7454678,1.6762586,3.2256386,0.03636814,2.706618,2.1121275
18,9.192345,0.09978239,1.7455099,1.914828,2.9873056,0.035653085,2.7066612,2.1695085
19,7.1146603,0.09998221,1.7455215,2.197638,2.8560307,0.036145348,2.7066677,2.0249536
20,8.53046,0.10168552,1.7455333,2.380186,2.301665,0.035871975,2.7066424,2.4018023
21,9.323754,0.100451484,1.7455344,1.8972911,2.9734073,0.036003765,2.7066324,2.2255147
22,6.5991163,0.09889614,1.7455363,1.8852261,2.1436784,0.03609823,2.7066295,2.0517516
23,8.818854,0.10101923,1.7455461,1.9534916,2.8548458,0.03609842,2.7066116,2.3717506
24,11.250556,0.10224736,1.7455466,1.4575428,3.7146616,0.036873892,2.7066205,1.9322714
25,10.171162,0.10140184,1.7455657,1.7162077,3.0019145,0.036071897,2.7065938,2.0839503
26,10.207785,0.098453514,1.7455593,1.8147484,2.483422,0.035820436,2.7065814,2.1865518
