,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,8.318209,0.1864069,1.8055711,2.1471593,2.8111365,0.0787944,2.7713692,2.7053666
1,8.953374,0.17667282,1.8055769,1.889835,2.8815918,0.08720597,2.7713993,2.9179585
2,9.841818,0.2057918,1.8055673,1.8489223,4.0013127,0.103404604,2.7713864,2.9007564
3,6.640592,0.15261656,1.8055507,1.910458,2.6248975,0.06984744,2.771409,3.162632
4,7.0732737,0.16055484,1.8055304,1.9109904,3.4799674,0.08837278,2.77144,2.611748
5,6.954137,0.15258913,1.8055345,1.9262999,3.0037925,0.0795387,2.7714663,2.6136312
6,9.400711,0.18271469,1.8055147,1.839394,3.1484268,0.08996835,2.7714837,2.6316879
7,10.407391,0.21118863,1.8055136,1.8615239,4.6680226,0.11959565,2.7715023,2.6417568
8,10.509895,0.22082064,1.8055104,1.7259864,2.6691473,0.09152196,2.7714608,3.0157526
9,9.05725,0.18164077,1.8054985,2.0319934,3.710187,0.09387825,2.7714179,2.5653164
10,9.7792425,0.18974358,1.8054974,1.5962903,3.4314764,0.09390859,2.7713978,2.4880505
11,8.760656,0.20926431,1.8054731,2.0489585,3.3340616,0.09493171,2.7715144,2.7974043
12,7.778632,0.166641,1.8054837,1.789677,3.6470644,0.09923062,2.7715042,2.4804397
13,8.724539,0.17576286,1.8054872,2.1140277,2.992535,0.07881474,2.7714534,2.4470985
14,9.106402,0.1905559,1.8054838,1.9211018,3.4090621,0.08800421,2.7714598,2.7285619
15,11.558521,0.20856102,1.8054823,1.5320661,4.0951667,0.11173266,2.7714489,2.8399591
16,6.8601856,0.1575258,1.8054855,1.9249569,3.2862875,0.08566357,2.7714126,2.3837614
17,9.209127,0.19794501,1.8054978,2.0394106,4.540286,0.102035604,2.7714376,2.7603335
18,9.799385,0.19211099,1.8054978,1.9501345,4.300329,0.10362866,2.7714531,2.478858
19,10.460621,0.21827254,1.8055148,1.898317,2.9633236,0.092055775,2.7714026,2.8239076
20,10.153689,0.20785815,1.8055067,1.8399788,3.2374182,0.09439142,2.7714162,2.7893841
21,10.889324,0.20739534,1.8055022,1.8002938,2.9197266,0.0895073,2.77146,3.13176
22,10.464639,0.20757757,1.8054978,1.8451408,2.7901058,0.09308767,2.771477,2.8840795
23,11.083732,0.2359941,1.8054816,1.5504953,4.5119925,0.11601635,2.7715218,2.7448635
24,9.949041,0.20714946,1.8054682,1.8412735,3.7322161,0.09835085,2.7714674,2.4937217
25,7.1025014,0.17224175,1.805456,2.5583532,2.4035738,0.07322157,2.7714581,2.9384913
26,7.843925,0.1733362,1.8054678,2.1384718,3.2191563,0.08965768,2.7715168,2.5113366
27,8.800313,0.17784086,1.805472,1.6694368,3.766537,0.09893818,2.7715824,2.507322
28,8.727953,0.18253125,1.8054786,1.913204,4.888216,0.10998819,2.771611,2.3189182
29,10.240128,0.21803813,1.805481,1.7121913,3.9163094,0.10283668,2.7715528,2.9538171
30,7.9819613,0.16304938,1.8054909,1.9774374,3.3941371,0.09146936,2.7715487,2.6047637
31,8.644918,0.1910222,1.8054833,1.8770322,2.5593073,0.08056824,2.7715046,2.8000488
32,9.4981985,0.17359914,1.8054856,1.9392318,3.135446,0.09227821,2.7714424,2.9083657
33,9.718266,0.18962157,1.8054955,1.6088543,2.7618303,0.08312093,2.7714782,2.9184127
34,10.997868,0.21614657,1.8054934,1.6139897,4.0973763,0.10971443,2.7714636,2.962505
35,12.743595,0.2314187,1.805499,1.3943554,4.653218,0.12626967,2.7715354,2.9229012
36,11.146814,0.22103277,1.8055048,1.5705118,5.4431596,0.12007584,2.7715657,2.561846
37,8.573092,0.1888254,1.8055127,1.9719299,3.2404602,0.09002816,2.7716439,2.6661763
38,9.775997,0.19973858,1.8055185,2.1130924,3.0788069,0.088255234,2.7717063,3.0158727
39,9.129423,0.19092835,1.8055202,1.9325376,3.4146132,0.09934421,2.7717605,2.595276
40,11.130997,0.23820853,1.8055307,1.6307784,3.529854,0.10568529,2.7717378,2.6886382
41,10.230838,0.21140163,1.8055476,1.6980953,3.5340624,0.10167239,2.7717268,2.6166732
42,12.21189,0.25998205,1.8055497,1.5519109,4.3020377,0.11358889,2.7717493,2.7029681
43,7.725408,0.16381927,1.8055488,2.0474722,2.9880426,0.07652086,2.7717519,2.8882406
44,9.028633,0.19962975,1.8055323,2.0643764,3.743,0.09406497,2.771773,2.9631603
45,9.350533,0.1932747,1.8055269,2.0618382,4.4454255,0.10464506,2.7717419,2.843306
46,8.917328,0.2061552,1.8055354,2.1451778,3.6515646,0.10330156,2.7718236,2.6408882
47,10.508954,0.22423345,1.8055363,1.8006594,5.1366467,0.12157683,2.7718334,2.4394338
48,9.48365,0.19429366,1.8055608,2.1060681,3.3972363,0.092764914,2.7718625,2.618557
49,10.755062,0.20957685,1.8055559,1.7362723,3.6282253,0.097453035,2.7719474,2.7787397
50,8.792571,0.18657298,1.8055569,1.9914131,4.9041305,0.11434988,2.771876,2.4085932
51,7.42477,0.16054186,1.8055674,1.8473225,3.4467735,0.087528564,2.7718878,2.455145
52,8.66133,0.17730853,1.8055656,2.1266508,2.4853985,0.07368477,2.7718544,2.8460805
53,8.042231,0.1941062,1.8055694,2.2596517,2.726122,0.07421476,2.7718577,2.7266192
54,11.335775,0.24490298,1.805577,1.6486512,4.4541564,0.117039025,2.7718575,2.8234198
55,9.014951,0.18340045,1.8055763,1.9597032,3.3824327,0.09404263,2.7719119,2.8626719
56,8.77896,0.17668171,1.8055753,1.8641534,3.4720035,0.092836946,2.7718635,2.6421645
57,10.155172,0.19434534,1.8055646,1.559119,4.7767296,0.1242841,2.7719002,2.564297
58,11.827708,0.21295898,1.8055637,1.5677824,4.4387035,0.11122252,2.771861,2.4813533
59,10.376635,0.21399118,1.8055729,1.672312,3.9206462,0.105936095,2.771871,2.7831569
60,9.919541,0.19568492,1.8055699,1.584611,3.9253607,0.1051541,2.7719433,2.6718538
61,8.980288,0.17116562,1.8055817,1.9512576,3.825864,0.09300708,2.7719734,2.6960268
62,12.0513935,0.23975462,1.8055637,1.4457425,3.8754385,0.107736155,2.7719178,2.8883061
63,6.733202,0.15720691,1.8055555,2.2075758,2.6571593,0.074423894,2.7718809,2.7630608
64,7.996599,0.17933498,1.8055732,2.2708023,3.1103163,0.08871503,2.7719285,2.5885139
65,9.450411,0.22285837,1.8055724,1.9512284,3.4541948,0.106784604,2.7718742,3.0781536
66,11.415371,0.21604143,1.8055704,1.6350198,4.4363594,0.11428843,2.7718344,2.8575563
67,8.812438,0.1772848,1.8055693,1.7915745,3.7390437,0.100872196,2.7718494,2.386724
68,9.024061,0.2001313,1.8055671,2.0543776,3.294559,0.10237761,2.7718854,2.596229
69,11.640902,0.20311604,1.8055698,1.4954917,3.6455069,0.10815185,2.7717943,2.5158064
70,9.191839,0.19203234,1.8055687,1.9703445,3.1498885,0.088027306,2.7718925,2.5250177
71,9.624321,0.1888006,1.8055823,1.8630261,3.316566,0.0912287,2.771875,2.7030418
72,8.97797,0.19101503,1.8055799,2.0245256,3.501699,0.095149,2.7718153,2.4877129
73,9.326549,0.20886435,1.8055747,1.8737174,3.7695625,0.09365674,2.7718081,2.6247017
74,10.715799,0.23104748,1.805568,1.6335161,4.207325,0.113733664,2.7718,2.9177544
75,9.740418,0.22494066,1.8055658,1.8695706,4.1390495,0.11605378,2.7718446,2.6343076
76,10.966319,0.22435182,1.8055937,1.6060412,4.198526,0.112528905,2.771836,2.8035645
77,9.834854,0.22212479,1.805606,1.8039609,4.223832,0.10107001,2.771846,3.2185254
78,10.817275,0.20630549,1.8056011,1.6806877,3.877143,0.110097095,2.771802,2.5868487
79,8.615074,0.18912011,1.8056056,2.2280786,2.914679,0.07702378,2.771797,2.7596178
80,9.852166,0.1991328,1.8056101,1.797126,3.6283607,0.10248603,2.7718115,2.6852427
81,9.307229,0.2179966,1.8056189,2.00156,3.5764835,0.09359853,2.771723,2.948371
82,9.072129,0.21892554,1.8056022,1.948495,4.1208477,0.1007794,2.7717686,2.9405074
83,11.985518,0.23691437,1.8056022,1.4881097,3.5481336,0.10713439,2.7717645,2.9007168
84,10.957515,0.22281307,1.8055953,1.5838815,3.7062035,0.1107444,2.7718496,2.7013218
85,8.919745,0.16190155,1.8055793,1.90829,3.540173,0.08631265,2.7718205,2.54885
86,9.867638,0.21274906,1.8055875,1.9045925,4.2572803,0.10837511,2.7718709,2.4631267
87,9.438427,0.20055066,1.8055937,2.1588058,3.0322416,0.089983344,2.7718604,3.032657
88,8.983585,0.20320578,1.8055851,1.9575148,3.4417822,0.09205011,2.7718675,2.9872828
89,9.881298,0.20401679,1.8055927,1.877774,3.3245702,0.09036294,2.7718968,2.932943
90,9.526821,0.18534218,1.8055891,1.8971242,2.9036217,0.08609356,2.7718155,2.5333962
91,11.905224,0.2418509,1.8055986,1.625848,4.8287134,0.117805935,2.7718246,2.4784443
92,7.813034,0.1703168,1.8055979,2.2980201,3.3123205,0.07910745,2.771828,2.4374151
93,10.660798,0.21458407,1.8055987,1.6602402,3.17892,0.097198546,2.771823,2.9210222
94,7.8272996,0.16120768,1.8055955,1.9685392,4.3432093,0.093344994,2.7717874,2.6129007
95,9.697859,0.19018055,1.805592,1.8379793,3.9041393,0.107846454,2.7717633,2.5656934
96,12.38391,0.24550602,1.8055854,1.4507014,5.3344703,0.12794802,2.7717721,3.129639
97,9.198994,0.19999471,1.8055848,2.0499434,3.2179475,0.09800692,2.7717912,2.6211894
98,8.704019,0.18779993,1.805563,2.3097672,2.939863,0.085138395,2.7718298,2.7059016
99,13.063832,0.26095352,1.8055613,1.3652111,4.4862065,0.13266729,2.77181,2.9083557
100,10.080217,0.20322369,1.8055406,1.9126973,4.820878,0.12336858,2.7717729,2.6217408
