,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,8.291429,0.25293598,1.8578613,2.4840643,1.2558731,0.41289836,2.2442167,2.8434587
1,10.295442,0.26176995,1.8579926,1.7724085,1.2086322,0.41807204,2.2424345,2.65461
2,9.206508,0.24826078,1.8579366,2.009896,1.170824,0.40733284,2.2411761,2.751377
3,11.588903,0.25467724,1.8579907,1.5794431,1.4570767,0.41336736,2.2401454,2.676199
4,9.063422,0.26621982,1.857913,1.9075279,1.3867617,0.41814232,2.240013,2.9204392
5,10.883743,0.25869334,1.8581779,1.6956401,1.2963778,0.41218328,2.2391987,3.1149955
6,10.676681,0.26031166,1.8580834,1.7261903,1.2174373,0.4115421,2.2391636,2.7942638
7,8.03345,0.2630778,1.8581378,1.76461,1.1211323,0.41799515,2.2399633,3.0092294
8,9.710257,0.25139472,1.8583825,1.7711197,1.6005367,0.4096776,2.2393186,2.5149567
9,11.726559,0.2690363,1.8584875,1.5513299,1.8821507,0.42283973,2.2392673,2.7637486
10,8.567128,0.2723758,1.8582045,2.1605287,1.4516813,0.42466766,2.240029,2.6859803
11,9.872059,0.26154095,1.8582255,2.0894778,1.800352,0.42037803,2.2384152,2.7882047
12,9.515792,0.2649445,1.8582987,1.8202329,2.0694368,0.41855088,2.2387323,2.8764641
13,10.548137,0.25525153,1.8583205,1.704985,1.5130136,0.41159648,2.2389479,3.2648015
14,9.338011,0.25336143,1.8579476,1.9259977,1.3218907,0.40967703,2.2386897,2.9765155
15,10.601584,0.25595614,1.8578194,1.6105858,1.5744749,0.4159915,2.2385387,2.394651
16,8.144035,0.25687778,1.8580388,1.9769894,1.5445728,0.4150712,2.2386055,2.5970247
17,9.262529,0.26204237,1.8582729,2.017657,1.7789707,0.4196039,2.2406025,2.8506992
18,10.957053,0.26132795,1.8574915,1.5501662,1.5730649,0.41660994,2.2413023,2.5781767
19,7.3737946,0.25621998,1.8577392,1.8895364,1.37886,0.41310424,2.2399502,2.8754969
20,10.432385,0.27280006,1.8570266,1.5968529,1.1967893,0.42242298,2.2403498,2.9171424
