,losses,counter
0,2.3055901527404785,0
1,2.310194730758667,640
2,2.2895591259002686,1280
3,2.2819387912750244,1920
4,2.2858264446258545,2560
5,2.2723755836486816,3200
6,2.249687433242798,3840
7,2.185899496078491,4480
8,2.1345179080963135,5120
9,1.9576177597045898,5760
10,1.7452088594436646,6400
11,1.4091100692749023,7040
12,1.233278751373291,7680
13,1.0634338855743408,8320
14,0.9309731125831604,8960
15,0.7058427333831787,9600
16,0.6208638548851013,10240
17,0.8202890157699585,10880
18,0.9509531855583191,11520
19,0.796596884727478,12160
20,0.581787645816803,12800
21,0.5301452875137329,13440
22,0.5847330689430237,14080
23,0.4859315752983093,14720
24,0.8418848514556885,15360
25,0.5577678680419922,16000
26,0.648583173751831,16640
27,0.4576973021030426,17280
28,0.36662545800209045,17920
29,0.6297848224639893,18560
30,0.3483744263648987,19200
31,0.28795719146728516,19840
32,0.48971596360206604,20480
33,0.5481616854667664,21120
34,0.29569417238235474,21760
35,0.39326196908950806,22400
36,0.34546712040901184,23040
37,0.2496473640203476,23680
38,0.3629915416240692,24320
39,0.2879643738269806,24960
40,0.5075234770774841,25600
41,0.3480149507522583,26240
42,0.2704440951347351,26880
43,0.40049293637275696,27520
44,0.5099666118621826,28160
45,0.24306964874267578,28800
46,0.4022802412509918,29440
47,0.36562880873680115,30080
48,0.44339028000831604,30720
49,0.48946475982666016,31360
50,0.32685020565986633,32000
51,0.43338310718536377,32640
52,0.29268112778663635,33280
53,0.2682238221168518,33920
54,0.46536707878112793,34560
55,0.21782958507537842,35200
56,0.30298149585723877,35840
57,0.34940409660339355,36480
58,0.33204975724220276,37120
59,0.2821744382381439,37760
60,0.15653042495250702,38400
61,0.27944672107696533,39040
62,0.25550156831741333,39680
63,0.6189464926719666,40320
64,0.2298930436372757,40960
65,0.3658081293106079,41600
66,0.30980950593948364,42240
67,0.3384576737880707,42880
68,0.18953192234039307,43520
69,0.2261604368686676,44160
70,0.09267139434814453,44800
71,0.12784603238105774,45440
72,0.30474942922592163,46080
73,0.40586066246032715,46720
74,0.4486401677131653,47360
75,0.16878993809223175,48000
76,0.28115612268447876,48640
77,0.1458454579114914,49280
78,0.1362880915403366,49920
79,0.24040070176124573,50560
80,0.3799023926258087,51200
81,0.25806036591529846,51840
82,0.15805138647556305,52480
83,0.2904759347438812,53120
84,0.271150678396225,53760
85,0.28230786323547363,54400
86,0.18444308638572693,55040
87,0.37765759229660034,55680
88,0.3125079572200775,56320
89,0.18715927004814148,56960
90,0.1846051961183548,57600
91,0.25100061297416687,58240
92,0.11478301882743835,58880
93,0.2438874989748001,59520
94,0.15905219316482544,60000
95,0.26513925194740295,60640
96,0.2780586779117584,61280
97,0.2720550298690796,61920
98,0.15535560250282288,62560
99,0.31106722354888916,63200
100,0.24870964884757996,63840
101,0.29723861813545227,64480
102,0.10998372733592987,65120
103,0.5641530752182007,65760
104,0.19351749122142792,66400
105,0.0949116051197052,67040
106,0.22940558195114136,67680
107,0.34526318311691284,68320
108,0.18632112443447113,68960
109,0.1449148952960968,69600
110,0.25161272287368774,70240
111,0.13129928708076477,70880
112,0.1913183331489563,71520
113,0.17396540939807892,72160
114,0.11681348085403442,72800
115,0.12415863573551178,73440
116,0.28003212809562683,74080
117,0.30978694558143616,74720
118,0.1580887734889984,75360
119,0.22526752948760986,76000
120,0.07084497064352036,76640
121,0.08731089532375336,77280
122,0.264096200466156,77920
123,0.17729663848876953,78560
124,0.1446060836315155,79200
125,0.160001739859581,79840
126,0.22111183404922485,80480
127,0.10583537817001343,81120
128,0.04030826687812805,81760
129,0.10241259634494781,82400
130,0.11761867254972458,83040
131,0.3055589199066162,83680
132,0.19349920749664307,84320
133,0.14324411749839783,84960
134,0.04966883733868599,85600
135,0.15172941982746124,86240
136,0.2511537969112396,86880
137,0.06442796438932419,87520
138,0.3131793737411499,88160
139,0.1446366161108017,88800
140,0.18351322412490845,89440
141,0.22077542543411255,90080
142,0.11463583260774612,90720
143,0.057375382632017136,91360
144,0.15488243103027344,92000
145,0.24738696217536926,92640
146,0.16672202944755554,93280
147,0.1482480764389038,93920
148,0.04591447114944458,94560
149,0.23764342069625854,95200
150,0.07032209634780884,95840
151,0.054763007909059525,96480
152,0.1731753945350647,97120
153,0.10809511691331863,97760
154,0.23491689562797546,98400
155,0.19154860079288483,99040
156,0.07445279508829117,99680
157,0.052479807287454605,100320
158,0.1651710867881775,100960
159,0.14725977182388306,101600
160,0.17552119493484497,102240
161,0.2573034465312958,102880
162,0.175207257270813,103520
163,0.0990973487496376,104160
164,0.15169638395309448,104800
165,0.21598495543003082,105440
166,0.12080496549606323,106080
167,0.0736071988940239,106720
168,0.07391798496246338,107360
169,0.07136642932891846,108000
170,0.10539743304252625,108640
171,0.12097083777189255,109280
172,0.07340627163648605,109920
173,0.0889737531542778,110560
174,0.14170345664024353,111200
175,0.11709799617528915,111840
176,0.12615978717803955,112480
177,0.26421067118644714,113120
178,0.1558929830789566,113760
179,0.2771793603897095,114400
180,0.21102774143218994,115040
181,0.10870093107223511,115680
182,0.1351444125175476,116320
183,0.17375370860099792,116960
184,0.161735400557518,117600
185,0.11276713758707047,118240
186,0.11255420744419098,118880
187,0.057311415672302246,119520
