,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,9.379856,0.05805444,1.9304292,1.8183266,1.4211231,0.016002234,2.7798553,3.2112415
1,9.726658,0.056511708,1.9304608,1.7881331,1.1729717,0.015868507,2.779781,3.3327072
2,8.592672,0.05810667,1.930448,1.9777608,1.4988314,0.016247515,2.7797465,2.8800335
3,9.777073,0.057954047,1.9304643,1.6985252,1.5853647,0.015967254,2.7796354,2.5385716
4,9.668898,0.05721781,1.9304765,1.6457179,1.0481468,0.016137557,2.7795398,3.7534764
5,8.42152,0.057781283,1.9304638,2.0552785,1.3038421,0.01612343,2.7795346,3.444398
6,10.222828,0.058209013,1.9304367,1.6377784,1.4116682,0.016347852,2.7796311,3.2432117
7,9.644591,0.058898505,1.9304402,1.737758,1.3245564,0.016418405,2.7797174,2.8815086
8,8.411129,0.058001533,1.9304689,2.2137108,1.39852,0.016125996,2.7796962,2.9267478
9,7.6309686,0.057063136,1.9304844,2.0184517,1.0603328,0.01601303,2.7796628,3.3687403
10,10.897816,0.058067292,1.9304954,1.5662198,1.3144633,0.016137367,2.7797267,3.3490589
11,9.05291,0.056440774,1.9305121,1.9451642,1.4395429,0.01575285,2.7796526,3.3390706
12,8.736025,0.057779424,1.9304775,1.8585947,1.4092026,0.016152244,2.7795973,2.8102074
13,9.680574,0.06006674,1.9304885,1.8179371,1.5056903,0.01668169,2.7797275,3.5069847
14,8.648809,0.057464417,1.9304761,1.6581057,1.130671,0.016121114,2.7797787,3.0679314
15,12.08663,0.05770344,1.9304801,1.366432,1.5658028,0.016289527,2.7798755,2.3681974
16,9.504646,0.059191376,1.9304922,1.7917894,0.98847264,0.016534572,2.7798278,3.8499155
17,10.83191,0.059374418,1.9304924,1.5132354,1.8269285,0.016728707,2.7798417,2.2292178
18,8.429652,0.059634496,1.9305018,1.9621359,1.3184361,0.016597364,2.779794,2.706278
19,10.611334,0.0587555,1.9305166,1.569053,1.6969504,0.016566962,2.779889,2.7140083
20,9.77719,0.0592084,1.9305302,1.7451634,1.2855483,0.016618997,2.77993,2.9570374
21,8.724071,0.05883709,1.9305282,1.6558665,1.6641997,0.016511139,2.7799568,2.4926407
22,9.750439,0.056124378,1.9305365,1.7487214,1.4347328,0.01574394,2.7799978,3.0586536
23,7.8101134,0.056743994,1.9305172,2.3136687,1.6105883,0.015625793,2.7800524,2.9382567
24,8.402993,0.058706254,1.9305289,1.9683406,1.5518259,0.01628001,2.7799861,3.3248696
25,11.075885,0.05790363,1.930538,1.5193048,1.2033174,0.01638828,2.779981,3.039835
26,7.592201,0.059229165,1.9305347,2.2382662,1.2066627,0.016312886,2.7800465,2.9576466
27,8.403573,0.056691743,1.9305105,2.1389146,1.5536263,0.015918683,2.779931,3.1080523
28,9.264559,0.05702352,1.9305041,1.7394003,1.5064805,0.016262662,2.779919,2.8778603
29,7.5081787,0.058347024,1.9305241,2.2266457,0.92108005,0.015905788,2.780023,4.1977882
30,7.50688,0.0567604,1.9304781,2.1779587,1.4097153,0.015894629,2.780116,3.1384053
31,8.818856,0.05712245,1.9304564,1.6427829,1.373935,0.015920434,2.7800748,3.0321674
32,9.247456,0.057734415,1.9304525,1.865901,0.8370356,0.016155219,2.7801976,3.670933
33,7.954231,0.056615114,1.9304584,1.982945,1.3251581,0.016011532,2.7802908,3.6269233
34,9.542949,0.05787149,1.930465,1.7079476,1.4730687,0.016015327,2.780274,3.2546816
35,7.7603145,0.055951368,1.9304557,2.0998456,1.7051551,0.015652318,2.7802818,2.8682263
36,10.564158,0.058246303,1.930477,1.6298591,1.4722836,0.01634393,2.780335,3.0532825
37,10.963041,0.05691442,1.930491,1.5967208,1.4093281,0.015845798,2.7802627,3.041938
38,6.612869,0.05669712,1.9304818,2.582501,1.384059,0.015655437,2.780349,2.9717693
39,8.409987,0.05528557,1.930506,2.0586762,1.3514594,0.01546376,2.7804468,3.3525558
40,8.076415,0.055513103,1.9305131,2.1034143,1.5124202,0.015721338,2.7805028,2.8090718
41,9.667598,0.05721323,1.9305521,1.8385203,1.3171209,0.016264811,2.78056,2.8631132
42,9.988065,0.057410154,1.9305576,1.6103064,0.8637588,0.016154658,2.7805452,3.141191
43,8.899427,0.057449207,1.930564,1.8101364,1.6061126,0.01601743,2.7806404,2.9718902
44,7.991205,0.058761515,1.9305342,2.1480486,1.2248527,0.016443424,2.7806468,3.2408123
45,9.280112,0.056916248,1.930517,1.8957222,1.121238,0.015825607,2.78062,3.6374054
46,8.571319,0.057521276,1.930514,1.9965328,0.91450804,0.015910378,2.7805932,3.446883
